subj,txt_no,lang,CWred,CWnored,SYL,CLred,CLnored,mu_stat
KOZ,1,RE,2,2,7,0.29679,0.29679,1.087753
KOZ,1,RE,1,1,2,0.039121,0.039121,-18.94626
KOZ,1,RE,1,1,3,0.29509,0.29509,0.04260063
KOZ,1,RE,2,2,4,0.32344,0.32344,-20.60518
KOZ,1,RE,2,2,4,0.1474,0.1474,13.6459
KOZ,1,RE,2,2,7,0.39683,0.39683,5.442328
KOZ,1,RE,1,1,4,0.27778,0.27778,23.75713
KOZ,1,RE,1,1,6,0.1899,0.1899,-6.091465
KOZ,1,RE,2,2,8,0.32026,0.32026,-14.22478
KOZ,1,RE,2,2,4,0.32564,0.32564,-5.396243
KOZ,1,RE,3,3,6,0.51582,0.51582,8.952015
KOZ,1,RE,3,3,7,0.55121,0.55121,-15.08411
KOZ,1,RE,2,2,5,0.35592,0.35592,-9.256096
KOZ,1,RE,2,2,7,0.37163,0.37163,-20.54737
KOZ,1,RE,2,2,8,0.43148,0.43148,-14.40154
KOZ,1,RE,2,2,8,0.59746,0.59746,-11.99579
KOZ,1,RE,3,3,11,0.72352,0.72352,-17.55244
KOZ,1,RE,2,2,7,0.49792,0.49792,18.79601
KOZ,1,RE,2,2,8,0.47765,0.47765,-14.54216
KOZ,1,RE,2,2,8,0.47765,0.47765,-8.251061
KOZ,1,RE,2,2,8,0.47765,0.47765,16.71374
KOZ,1,RE,2,2,10,0.57777,0.57777,10.68917
KOZ,1,RE,2,2,9,0.42462,0.42462,7.766668
KOZ,1,RE,3,3,11,0.6001,0.6001,-8.998616
KOZ,1,RE,3,3,9,0.53386,0.53386,0.2097276
KOZ,1,RE,2,2,8,0.33697,0.33697,-8.951945
KOZ,1,RE,1,1,3,0.15993,0.15993,9.056371
KOZ,1,RE,2,2,6,0.40897,0.40897,5.441746
KOZ,1,RE,1,1,3,0.24904,0.24904,7.296041
KOZ,1,RE,1,1,3,0.11636,0.11636,-19.08434
KOZ,1,RE,2,2,6,0.36286,0.36286,0.1933583
KOZ,1,RE,1,1,3,0.2465,0.2465,-21.63971
KOZ,1,RE,2,2,9,0.42721,0.42721,16.91929
KOZ,1,RE,2,2,8,0.3077,0.3077,-14.43931
KOZ,1,RE,3,3,10,0.75971,0.75971,9.45852
KOZ,1,RE,3,3,11,1.0833,1.0833,0.80794
KOZ,1,RE,2,2,9,0.64977,0.64977,-5.547377
KOZ,1,RE,2,2,5,0.30537,0.30537,1.618656
KOZ,1,RE,2,2,5,0.30537,0.30537,-0.2907774
KOZ,1,RE,2,2,7,0.43734,0.43734,5.755449
KOZ,1,RE,1,1,4,0.27741,0.27741,5.286395
KOZ,1,RE,0,0,0,0,0,9.1579
KOZ,1,RE,1,1,7,0.36588,0.36588,-2.246232
KOZ,1,RE,1,1,7,0.36588,0.36588,-11.98606
KOZ,1,RE,1,1,7,0.33657,0.33657,-8.832615
KOZ,1,RE,2,2,11,0.7242,0.7242,5.226351
KOZ,1,RE,1,1,4,0.38762,0.38762,-27.79146
KOZ,1,RE,2,2,7,0.57755,0.57755,-1.021637
KOZ,1,RE,2,2,7,0.57755,0.57755,6.034008
KOZ,1,RE,1,1,3,0.18992,0.18992,7.026667
KOZ,1,RE,2,2,7,0.41984,0.41984,-16.41502
KOZ,1,RE,1,1,4,0.22992,0.22992,-11.09269
KOZ,1,RE,1,1,5,0.23547,0.23547,-3.98795
KOZ,1,RE,0,0,0,3.3307e-16,0,-4.844942
KOZ,1,RE,0,0,0,3.3307e-16,0,-0.712347
KOZ,1,RE,1,1,7,0.60146,0.60146,5.577597
KOZ,1,RE,1,1,7,0.60146,0.60146,16.58934
KOZ,1,RE,1,1,7,0.60146,0.60146,-1.676555
KOZ,1,RE,1,1,5,0.25062,0.25062,13.32412
KOZ,1,RE,2,2,7,0.28461,0.28461,-0.07358831
KOZ,1,RE,2,2,4,0.13285,0.13285,14.0789
KOZ,1,RE,2,2,3,0.26279,0.26279,11.64668
KOZ,1,RE,2,2,3,0.32714,0.32714,-11.82593
KOZ,1,RE,1,1,2,0.16321,0.16321,-14.81189
KOZ,1,RE,1,1,6,0.40531,0.40531,-15.33371
KOZ,1,RE,3,3,9,0.59127,0.59127,21.19733
KOZ,1,RE,3,3,6,0.32884,0.32884,17.07289
KOZ,1,RE,3,3,5,0.33516,0.33516,-13.70902
KOZ,1,RE,2,2,4,0.30681,0.30681,7.41491
KOZ,1,RE,2,2,6,0.38642,0.38642,-6.542557
KOZ,1,RE,2,2,10,0.51205,0.51205,-1.937915
KOZ,1,RE,1,1,5,0.28956,0.28956,18.80897
KOZ,1,RE,2,2,10,0.4666,0.4666,-8.625198
KOZ,1,RE,2,2,8,0.49077,0.49077,-28.74209
KOZ,1,RE,1,1,3,0.31373,0.31373,-20.82445
KOZ,1,RE,1,2,5,0.44407,0.31373,-2.125329
KOZ,1,RE,1,2,5,0.53828,0.40794,-17.11263
KOZ,1,RE,1,2,5,0.53828,0.40794,0.9858117
KOZ,1,RE,1,3,6,0.57517,0.40794,4.029263
KOZ,1,RE,2,4,8,0.70944,0.54221,-5.67201
KOZ,1,RE,1,2,3,0.17116,0.13427,10.89495
KOZ,1,RE,1,1,4,0.2066,0.2066,1.171841
KOZ,1,RE,1,1,4,0.15701,0.15701,2.456242
KOZ,1,RE,1,1,4,0.21181,0.21181,-15.07765
KOZ,1,RE,1,1,4,0.21181,0.21181,-2.217966
KOZ,1,RE,2,2,11,0.6859,0.6859,20.7739
KOZ,1,RE,2,2,8,0.57417,0.57417,20.37474
KOZ,1,RE,2,2,8,0.57417,0.57417,5.222538
KOZ,1,RE,2,2,5,0.35474,0.35474,-12.28634
KOZ,1,RE,2,2,7,0.41459,0.41459,-8.419021
KOZ,1,RE,2,2,7,0.41459,0.41459,-10.805
KOZ,1,RE,2,2,9,0.44997,0.44997,11.86479
KOZ,1,RE,3,3,11,0.74114,0.74114,4.667266
KOZ,1,RE,2,2,8,0.58121,0.58121,-4.544912
KOZ,1,RE,2,2,8,0.58121,0.58121,-7.931018
KOZ,2,er,1,1,1,0.17215,0.17215,4.61679
KOZ,2,er,2,2,2,0.56746,0.56746,-3.602094
KOZ,2,er,2,2,2,0.56746,0.56746,-0.9433227
KOZ,2,er,2,2,6,0.94258,0.94258,9.99454
KOZ,2,er,1,1,5,0.54728,0.54728,-11.81067
KOZ,2,er,2,2,10,1.2174,1.2174,6.332907
KOZ,2,er,1,1,5,0.6701,0.6701,-6.009711
KOZ,2,er,3,3,11,1.7404,1.7404,1.117496
KOZ,2,er,2,2,6,1.0703,1.0703,4.690795
KOZ,2,er,3,3,8,1.4318,1.4318,-5.0001
KOZ,2,er,3,3,5,1.303,1.303,1.848152
KOZ,2,er,2,2,3,0.95409,0.95409,-3.679508
KOZ,2,er,3,3,5,1.3606,1.3606,-7.230898
KOZ,2,er,2,2,4,0.7681,0.7681,13.95599
KOZ,2,er,3,3,7,1.1811,1.1811,-3.105356
KOZ,2,er,3,3,8,1.1926,1.1926,28.26867
KOZ,2,er,2,2,7,0.88117,0.88117,-16.70919
KOZ,2,er,2,2,6,1.0226,1.0226,-7.492527
KOZ,2,er,3,3,8,1.4464,1.4464,3.647921
KOZ,2,er,2,2,4,0.97817,0.97817,11.2369
KOZ,2,er,2,2,5,0.78324,0.78324,-3.805287
KOZ,2,er,2,2,5,0.77333,0.77333,2.589287
KOZ,2,er,2,2,5,0.91284,0.91284,-13.69434
KOZ,2,er,1,1,3,0.49898,0.49898,-8.272628
KOZ,2,er,1,1,7,0.40245,0.40245,1.498133
KOZ,2,er,1,2,10,0.84676,0.40245,-8.443284
KOZ,2,er,1,2,4,0.77494,0.33063,-6.851655
KOZ,2,er,1,2,4,0.77494,0.33063,-2.388147
KOZ,2,er,1,3,10,1.5688,0.33063,-7.835037
KOZ,2,er,0,1,6,0.79388,-4.4409e-16,3.543737
KOZ,2,er,0,2,8,1.2015,-4.4409e-16,5.054936
KOZ,2,er,1,3,12,1.6755,0.474,12.80696
KOZ,2,er,2,4,16,2.2181,1.0166,16.7465
KOZ,2,er,1,1,4,0.54256,0.54256,-9.550011
KOZ,2,er,2,2,7,0.94478,0.94478,6.652451
KOZ,2,er,2,2,5,0.78307,0.78307,7.093863
KOZ,2,er,2,2,5,0.78307,0.78307,11.16563
KOZ,2,er,3,3,10,1.3252,1.3252,-5.832518
KOZ,2,er,2,2,7,0.923,0.923,-10.99766
KOZ,2,er,2,2,11,0.94459,0.94459,20.72054
KOZ,2,er,3,3,12,1.3636,1.3636,-1.341818
KOZ,2,er,2,2,7,0.8215,0.8215,2.050428
KOZ,2,er,1,1,5,0.43533,0.43533,-4.81023
KOZ,2,er,1,1,5,0.43533,0.43533,-10.55201
KOZ,2,er,0,0,0,-4.4409e-16,-4.4409e-16,6.495924
KOZ,2,er,0,0,0,-4.4409e-16,-4.4409e-16,-7.408141
KOZ,2,er,2,2,3,0.50461,0.50461,-1.426024
KOZ,2,er,2,2,3,0.44047,0.44047,-14.81609
KOZ,2,er,1,1,1,0.10801,0.10801,8.822154
KOZ,2,er,2,2,7,0.95087,0.95087,-3.377152
KOZ,2,er,2,2,7,0.95087,0.95087,-22.33336
KOZ,2,er,2,2,5,0.84207,0.84207,20.48501
KOZ,2,er,1,1,2,0.62913,0.62913,2.827012
KOZ,2,er,0,0,0,0,0,2.68546
KOZ,2,er,1,1,1,0.41905,0.41905,-3.727032
KOZ,2,er,2,2,3,0.61974,0.61974,19.41058
KOZ,2,er,1,1,2,0.40293,0.40293,-19.2659
KOZ,2,er,1,2,4,0.7171,0.40293,-0.7893935
KOZ,2,er,1,2,4,0.73793,0.42377,-1.690262
KOZ,2,er,1,2,4,0.73793,0.42377,-1.182355
KOZ,2,er,1,2,4,0.73793,0.42377,19.36853
KOZ,2,er,2,2,4,0.7628,0.7628,8.554952
KOZ,2,er,2,3,5,0.78743,0.7628,-16.30153
KOZ,2,er,2,3,6,0.70478,0.68015,-6.890614
KOZ,2,er,1,2,5,0.41933,0.39471,5.942507
KOZ,2,er,1,2,5,0.41933,0.39471,-13.26367
KOZ,2,er,2,3,10,0.97868,0.95405,6.470801
KOZ,2,er,2,2,9,0.99169,0.99169,22.10602
KOZ,2,er,2,2,5,0.85139,0.85139,-14.74597
KOZ,2,er,1,1,1,0.41905,0.41905,-6.461282
KOZ,2,er,1,1,1,0.59254,0.59254,1.059878
KOZ,2,er,2,2,4,0.94946,0.94946,11.14816
KOZ,2,er,1,1,3,0.35692,0.35692,-8.032657
KOZ,2,er,1,1,3,0.3431,0.3431,-3.080942
KOZ,2,er,3,3,5,0.61693,0.61693,-8.474377
KOZ,2,er,3,3,4,0.6879,0.6879,18.15426
KOZ,2,er,2,2,3,0.4387,0.4387,18.32803
KOZ,2,er,2,2,5,0.4606,0.4606,-23.76289
KOZ,2,er,3,3,8,0.78412,0.78412,-17.34703
KOZ,2,er,2,2,7,0.75949,0.75949,14.30755
KOZ,2,er,2,2,5,0.38925,0.38925,-6.052995
KOZ,2,er,1,1,2,0.065725,0.065725,-11.29364
KOZ,2,er,3,3,6,0.68143,0.68143,-14.40424
KOZ,2,er,3,3,6,0.68143,0.68143,-6.241168
KOZ,2,er,2,2,6,0.47851,0.47851,-18.6135
KOZ,2,er,1,1,5,0.3705,0.3705,-8.955942
KOZ,2,er,1,1,8,0.6276,0.6276,-11.00641
KOZ,2,er,1,2,11,1.0719,0.6276,-10.3238
KOZ,2,er,1,2,4,0.77494,0.33063,20.55498
KOZ,2,er,1,2,4,0.77494,0.33063,3.758215
KOZ,2,er,1,1,5,0.42535,0.42535,-12.46047
KOZ,2,er,2,2,7,0.89283,0.89283,3.997775
KOZ,2,er,2,2,7,0.89283,0.89283,-21.38519
KOZ,2,er,2,2,7,0.89283,0.89283,6.870697
KOZ,2,er,2,2,7,1.0673,1.0673,-4.907982
KOZ,2,er,2,2,8,1.0443,1.0443,24.82051
KOZ,2,er,1,1,3,0.44454,0.44454,8.735749
KOZ,2,er,1,1,6,0.43533,0.43533,1.278306
KOZ,2,er,2,2,8,0.76587,0.76587,-2.900387
KOZ,2,er,1,1,6,0.43533,0.43533,-9.272982
KOZ,2,er,1,1,3,0.43743,0.43743,-17.71958
KOZ,2,er,2,2,5,0.79573,0.79573,13.41453
KOZ,2,er,2,2,4,0.73915,0.73915,-5.946344
KOZ,2,er,2,2,4,0.73915,0.73915,-1.928709
KOZ,2,er,2,3,8,1.1422,0.73915,-8.221988
KOZ,2,er,2,3,8,1.1656,0.76258,13.85905
KOZ,2,er,2,3,9,1.2925,0.88953,1.42199
KOZ,2,er,2,2,4,0.7542,0.7542,-2.307571
KOZ,2,er,1,1,1,0.26895,0.26895,-0.09233442
KOZ,2,er,1,1,1,0.26895,0.26895,9.861732
KOZ,2,er,1,1,5,0.49338,0.49338,-5.514208
KOZ,2,er,1,1,5,0.49338,0.49338,-27.72435
KOZ,2,er,1,1,5,0.89026,0.89026,-11.80469
KOZ,2,er,1,1,5,0.89026,0.89026,8.745889
KOZ,2,er,1,1,5,0.35853,0.35853,-2.674174
KOZ,2,er,2,2,6,0.77758,0.77758,-16.99086
KOZ,2,er,1,1,5,0.43533,0.43533,6.994308
KOZ,2,er,1,1,5,0.43533,0.43533,13.73248
KOZ,2,er,1,1,5,0.43533,0.43533,18.46822
KOZ,2,er,1,1,4,0.58307,0.58307,2.825019
KOZ,2,er,1,1,4,0.58307,0.58307,-22.50674
KOZ,2,er,1,1,6,0.50046,0.50046,-8.284419
KOZ,2,er,2,2,7,0.83739,0.83739,0.3729766
KOZ,2,er,1,1,1,0.33694,0.33694,18.28787
KOZ,2,er,2,2,6,0.77455,0.77455,-15.60127
KOZ,2,er,1,1,5,0.43762,0.43762,4.251846
KOZ,2,er,1,1,4,0.44329,0.44329,-10.04249
KOZ,2,er,1,1,4,0.44329,0.44329,7.123676
KOZ,2,er,0,1,4,0.5359,0,1.366669
KOZ,2,er,1,2,9,0.95158,0.41569,8.988418
KOZ,2,er,1,2,9,0.95158,0.41569,-18.36774
KOZ,2,er,2,3,11,1.4191,0.88316,-16.04304
KOZ,2,er,2,3,11,1.4191,0.88316,1.861858
KOZ,2,er,1,1,2,0.46747,0.46747,17.05115
KOZ,2,er,1,1,1,0.59254,0.59254,4.396117
KOZ,2,er,2,2,4,0.93564,0.93564,-8.415264
KOZ,2,er,1,1,3,0.3431,0.3431,6.057785
KOZ,2,er,2,2,9,0.70163,0.70163,14.15053
KOZ,2,er,1,1,6,0.35853,0.35853,1.267234
KOZ,2,er,1,2,9,0.80284,0.35853,7.387509
KOZ,2,er,1,3,5,0.85371,0.33063,1.496417
KOZ,2,er,2,4,7,1.1177,0.59459,-9.981438
KOZ,2,er,2,3,6,0.82519,0.74642,-12.01415
KOZ,2,er,1,1,3,0.48246,0.48246,-2.915305
KOZ,2,er,2,2,6,0.90293,0.90293,6.035238
KOZ,2,er,3,3,12,1.2731,1.2731,15.33915
KOZ,2,er,3,3,12,1.2731,1.2731,-10.98589
KOZ,2,er,2,2,9,0.79067,0.79067,3.952229
KOZ,2,er,2,2,12,0.77264,0.77264,16.84144
KOZ,2,er,1,2,9,0.84676,0.40245,-5.125316
KOZ,2,er,1,3,11,1.2705,0.40245,16.44063
KOZ,2,er,1,4,8,1.1415,0.11181,5.598145
KOZ,2,er,1,4,8,1.1415,0.11181,8.849195
KOZ,2,er,3,6,12,1.7151,0.68538,12.83421
KOZ,2,er,4,7,14,1.979,0.94934,-13.43819
KOZ,2,er,5,8,17,2.3025,1.2729,1.252229
KOZ,2,er,5,8,17,2.3025,1.2729,-5.271275
KOZ,2,er,6,9,22,2.7507,1.721,-1.947613
KOZ,2,er,5,8,20,2.5885,1.5588,-11.176
KOZ,2,er,6,9,22,2.8124,1.7827,-15.60332
KOZ,2,er,5,8,17,2.3642,1.3345,-9.645805
KOZ,2,er,2,2,4,0.57357,0.57357,-11.52368
KOZ,2,er,1,1,3,0.38253,0.38253,5.083247
KOZ,2,er,1,1,3,0.38253,0.38253,4.061993
KOZ,2,er,1,1,5,0.64334,0.64334,-12.60965
KOZ,2,er,2,2,9,1.1073,1.1073,6.953378
KOZ,2,er,2,2,6,0.8258,0.8258,-10.11022
KOZ,2,er,2,2,3,0.63076,0.63076,-2.818269
KOZ,2,er,2,2,3,0.63076,0.63076,-4.994007
KOZ,2,er,2,2,4,0.72454,0.72454,6.689615
KOZ,2,er,1,1,3,0.45559,0.45559,14.91298
KOZ,2,er,1,1,3,0.37455,0.37455,3.195232
KOZ,2,er,1,1,3,0.37455,0.37455,12.99382
KOZ,2,er,2,2,6,0.9026,0.9026,-35.73253
KOZ,2,er,2,2,6,0.9026,0.9026,0.3783434
KOZ,2,er,2,2,4,0.8321,0.8321,-1.989885
KOZ,2,er,1,1,3,0.46247,0.46247,-5.015344
KOZ,2,er,0,0,0,-1.1102e-15,0,0.1763003
KOZ,2,er,1,1,6,1.0065,1.0065,7.949831
KOZ,2,er,2,2,9,1.4693,1.4693,5.551897
KOZ,2,er,3,3,5,0.93852,0.93852,-6.727382
KOZ,2,er,3,3,4,0.77819,0.77819,13.44597
KOZ,2,er,2,3,5,0.71468,0.41049,10.60825
KOZ,2,er,1,3,6,0.73931,0.30247,-4.373499
KOZ,2,er,2,4,9,1.1757,0.73882,9.934734
KOZ,2,er,1,3,7,0.87318,0.43634,3.153864
KOZ,2,er,2,4,14,1.2859,0.84902,-20.34861
KOZ,2,er,2,2,11,0.75922,0.75922,22.05994
KOZ,2,er,2,2,11,0.75922,0.75922,0.9447276
KOZ,2,er,1,2,7,0.63406,0.34655,-1.505374
KOZ,2,er,2,3,9,1.0482,0.76073,-2.250828
KOZ,2,er,2,3,7,0.88235,0.59484,-3.511829
KOZ,2,er,1,1,3,0.4061,0.4061,9.359322
KOZ,2,er,0,0,0,-1.1102e-15,0,6.215323
KOZ,2,er,1,1,2,0.23146,0.23146,6.582944
KOZ,2,er,2,2,4,0.57276,0.57276,-1.3826
KOZ,2,er,2,2,3,0.60842,0.60842,-5.055197
KOZ,2,er,1,1,2,0.30979,0.30979,1.853798
KOZ,2,er,2,2,4,0.77073,0.77073,-13.9419
KOZ,2,er,1,1,2,0.32164,0.32164,-6.355233
KOZ,2,er,2,2,4,0.56515,0.56515,2.444252
KOZ,2,er,1,1,2,0.24351,0.24351,-8.766995
KOZ,2,er,1,1,7,0.40245,0.40245,13.20929
KOZ,2,er,1,1,3,0.44431,0.44431,-3.633679
KOZ,2,er,2,2,4,0.77494,0.77494,0.9818391
KOZ,2,er,3,3,5,0.77725,0.77725,18.96252
KOZ,2,er,2,2,4,0.44663,0.44663,9.354182
KOZ,2,er,3,3,9,0.82726,0.82726,5.867451
KOZ,2,er,2,2,8,0.90847,0.90847,3.269873
KOZ,2,er,1,1,3,0.52783,0.52783,0.4249583
KOZ,2,er,1,1,3,0.52783,0.52783,-7.166835
KOZ,2,er,2,2,8,1.0367,1.0367,-17.53186
KOZ,2,er,1,1,5,0.50885,0.50885,20.73251
KOZ,2,er,2,2,9,0.98711,0.98711,2.79871
KOZ,2,er,1,2,7,1.0404,0.47826,-8.450846
KOZ,2,er,1,3,10,1.5647,0.47826,-12.77516
KOZ,2,er,0,2,6,1.0864,0,0.04484002
KOZ,2,er,1,3,8,1.5943,0.50781,-0.8456088
KOZ,2,er,1,3,8,1.5943,0.50781,0.02540454
KOZ,2,er,1,3,8,1.5943,0.50781,-7.260868
KOZ,2,er,1,1,1,0.17215,0.17215,-15.00667
KOZ,2,er,2,2,3,0.42136,0.42136,14.48784
KOZ,2,er,2,2,4,0.66403,0.66403,-11.28964
KOZ,2,er,3,3,5,0.66542,0.66542,4.802552
KOZ,2,er,2,2,3,0.25061,0.25061,6.126616
KOZ,2,er,4,4,6,0.88866,0.88866,-1.785238
KOZ,2,er,3,4,6,0.86996,0.63805,-13.13092
KOZ,2,er,2,3,4,0.41155,0.17965,-16.82024
KOZ,2,er,2,3,6,0.84747,0.61557,-8.246332
KOZ,2,er,2,2,5,0.54773,0.54773,2.314517
KOZ,2,er,3,3,7,0.98703,0.98703,7.056226
KOZ,2,er,2,2,3,0.55111,0.55111,11.38961
KOZ,2,er,2,2,5,1.0402,1.0402,6.256093
KOZ,2,er,1,1,3,0.6009,0.6009,-7.16124
KOZ,2,er,1,1,3,0.6009,0.6009,9.62755
KOZ,2,er,0,0,0,-1.4433e-15,0,-18.8904
KOZ,2,er,1,1,2,0.34937,0.34937,-22.24509
KOZ,2,er,2,2,5,0.78171,0.78171,-0.5186541
KOZ,2,er,2,2,10,1.0832,1.0832,17.40536
KOZ,2,er,1,1,7,0.65081,0.65081,14.9349
KOZ,2,er,1,1,7,0.65081,0.65081,-6.356839
KOZ,2,er,2,2,14,1.0629,1.0629,18.50822
KOZ,2,er,2,2,10,0.85643,0.85643,4.945966
KOZ,2,er,3,3,11,1.1871,1.1871,-4.092767
KOZ,2,er,1,1,1,0.33063,0.33063,18.43952
KOZ,2,er,2,2,4,0.90628,0.90628,-18.12738
KOZ,2,er,1,1,3,0.57565,0.57565,-12.06344
KOZ,2,er,1,1,6,0.51331,0.51331,-16.78592
KOZ,2,er,2,2,10,0.93367,0.93367,-18.39896
KOZ,2,er,2,2,10,0.93367,0.93367,10.23368
KOZ,2,er,2,2,7,0.86479,0.86479,-15.5085
KOZ,2,er,2,2,7,0.86479,0.86479,-2.992518
KOZ,2,er,1,2,6,0.81165,0.44443,2.963934
KOZ,2,er,1,2,6,0.81165,0.44443,8.397698
KOZ,2,er,2,3,10,1.5482,1.181,-8.228209
KOZ,2,er,1,2,7,1.1038,0.73654,-21.79796
KOZ,2,er,1,2,7,1.1038,0.73654,-21.57647
KOZ,2,er,2,3,12,1.5392,1.172,22.65873
KOZ,2,er,2,3,12,1.5392,1.172,-22.47474
KOZ,2,er,2,2,9,1.0185,1.0185,-4.948334
KOZ,2,er,1,1,4,0.58307,0.58307,-14.00156
KOZ,2,er,1,1,4,0.55511,0.55511,-25.99858
KOZ,2,er,2,2,6,0.55511,0.55511,1.242855
KOZ,2,er,1,1,2,-1.4433e-15,0,-15.05733
KOZ,2,er,1,1,3,0.053588,0.053588,9.439495
KOZ,2,er,2,2,6,0.57792,0.57792,-18.21239
KOZ,2,er,2,2,5,1.0321,1.0321,6.826729
KOZ,2,er,2,2,5,1.0321,1.0321,12.80082
KOZ,2,er,1,1,2,0.50781,0.50781,-1.227532
KOZ,2,er,1,1,2,0.50781,0.50781,7.008269
KOZ,2,er,1,1,4,0.43264,0.43264,-8.824158
KOZ,2,er,1,2,5,0.69976,0.43264,-5.966109
KOZ,2,er,0,2,2,0.59705,0,1.165792
KOZ,2,er,0,3,4,0.72969,0,16.15774
KOZ,2,er,0,3,4,0.72969,0,6.330234
KOZ,2,er,1,4,9,1.1114,0.38174,-6.253232
KOZ,2,er,2,5,10,1.3686,0.63889,-13.83249
KOZ,2,er,2,5,10,1.3686,0.63889,-7.837892
KOZ,2,er,3,3,5,0.76366,0.76366,1.41042
KOZ,2,er,3,3,6,0.82975,0.82975,-28.3646
KOZ,2,er,2,2,5,0.76767,0.76767,-10.10247
KOZ,2,er,1,1,3,0.44443,0.44443,-5.025069
KOZ,2,er,2,2,6,0.81165,0.81165,-18.33546
KOZ,2,er,1,1,3,0.36722,0.36722,1.087885
KOZ,2,er,1,1,3,0.38477,0.38477,18.68504
KOZ,2,er,1,1,3,0.38477,0.38477,-2.259717
KOZ,2,er,1,1,4,0.73654,0.73654,-3.346225
KOZ,2,er,1,1,4,0.73654,0.73654,1.439322
KOZ,2,er,2,2,9,1.172,1.172,-0.769339
KOZ,2,er,1,1,5,0.43547,0.43547,15.15118
KOZ,2,er,2,2,9,0.95138,0.95138,-8.425846
KOZ,2,er,1,1,4,0.51591,0.51591,11.22383
KOZ,2,er,2,2,8,1.0456,1.0456,3.895675
KOZ,2,er,1,1,4,0.52964,0.52964,8.377825
KOZ,2,er,2,2,8,1.0528,1.0528,0.07797453
KOZ,2,er,1,1,4,0.52319,0.52319,7.213174
KOZ,2,er,3,3,7,0.91752,0.91752,12.61877
KOZ,2,er,3,3,4,0.50614,0.50614,-20.00081
KOZ,2,er,2,2,2,0.21982,0.21982,25.08147
KOZ,2,er,1,2,6,0.51051,0.35378,-1.926186
KOZ,2,er,1,2,6,0.51051,0.35378,8.212119
KOZ,2,er,1,2,7,0.71,0.55326,-11.92499
KOZ,2,er,0,0,0,-1.6653e-15,0,-13.48489
KOZ,2,er,1,1,1,-1.6653e-15,-3.3307e-16,1.654259
KOZ,2,er,2,2,3,0.24921,0.24921,8.531668
KOZ,2,er,2,2,5,0.7569,0.7569,-5.008767
KOZ,2,er,2,2,6,0.81961,0.81961,24.68837
KOZ,2,er,2,2,4,0.41993,0.41993,-23.68237
KOZ,2,er,3,3,9,0.80167,0.80167,-11.42236
KOZ,2,er,1,1,5,0.38174,0.38174,9.225287
KOZ,2,er,2,2,9,0.86043,0.86043,11.02821
KOZ,2,er,2,2,9,0.86043,0.86043,6.509604
KOZ,2,er,2,2,8,0.85447,0.85447,-2.196358
KOZ,2,er,2,3,6,0.76981,0.658,9.600626
KOZ,2,er,2,3,5,0.7478,0.63599,11.55806
KOZ,2,er,2,2,7,0.82674,0.82674,18.4557
KOZ,2,er,1,1,4,0.47296,0.47296,9.664692
KOZ,2,er,1,1,4,0.47296,0.47296,7.798323
KOZ,2,er,1,2,5,0.75025,0.11181,5.017887
KOZ,2,er,2,3,8,1.2944,0.65595,-2.268646
KOZ,2,er,2,3,8,1.2944,0.65595,-1.496027
KOZ,2,er,2,2,6,0.92891,0.92891,9.78497
KOZ,2,er,1,1,3,0.38477,0.38477,-11.25055
KOZ,2,er,0,0,0,-1.8874e-15,0,-8.275581
KOZ,2,er,0,0,0,-1.8874e-15,0,-15.08019
KOZ,2,er,1,1,3,0.54722,0.54722,10.44827
KOZ,2,er,2,2,6,1.0241,1.0241,4.442869
KOZ,2,er,2,2,5,0.63265,0.63265,-9.96333
KOZ,2,er,2,2,5,0.63265,0.63265,7.36022
KOZ,2,er,2,2,5,0.69987,0.69987,-0.9624299
KOZ,2,er,2,2,5,0.69987,0.69987,-20.64366
KOZ,2,er,2,2,8,0.92588,0.92588,1.199992
KOZ,2,er,3,3,8,0.99773,0.99773,-10.85246
KOZ,2,er,4,4,9,1.3451,1.3451,-7.192004
KOZ,2,er,4,4,9,1.3451,1.3451,-4.691778
KOZ,2,er,2,2,5,0.75008,0.75008,5.078432
KOZ,2,er,1,1,3,0.3906,0.3906,24.76282
KOZ,2,er,1,1,4,0.56851,0.56851,-9.69189
KOZ,2,er,2,2,8,1.232,1.232,-9.675392
KOZ,2,er,1,1,4,0.6635,0.6635,-8.423823
KOZ,2,er,1,1,3,0.47256,0.47256,-5.776049
KOZ,2,er,0,0,0,-1.7764e-15,-4.4409e-16,-10.17241
KOZ,2,er,0,0,0,-1.7764e-15,-4.4409e-16,-0.4768714
KOZ,2,er,0,0,0,-1.7764e-15,-4.4409e-16,-25.92036
KOZ,2,er,0,0,0,-1.7764e-15,-4.4409e-16,10.7363
KOZ,2,er,1,1,3,0.3897,0.3897,19.6658
KOZ,2,er,1,1,3,0.3897,0.3897,6.887761
KOZ,2,er,1,1,7,0.79875,0.79875,5.894315
KOZ,2,er,2,2,8,0.82338,0.82338,10.21084
KOZ,2,er,2,2,8,0.82338,0.82338,12.39041
KOZ,2,er,2,2,5,0.68253,0.68253,2.806053
KOZ,2,er,3,3,8,1.2069,1.2069,-6.864754
KOZ,2,er,3,3,9,1.69,1.69,-11.01596
KOZ,2,er,3,3,9,1.69,1.69,-1.316278
KOZ,2,er,2,2,5,1.0321,1.0321,-4.999683
KOZ,2,er,4,4,10,1.6841,1.6841,5.5495
KOZ,2,er,4,4,11,1.5733,1.5733,-17.01902
