subj,txt_no,lang,CWred,CWnored,SYL,CLred,CLnored,mu_stat
KOZ,6,er,3,3,8,1.0187,1.0187,3.979724
KOZ,6,er,2,3,8,1.1071,0.72239,19.34916
KOZ,6,er,1,2,6,0.77631,0.39163,-8.029684
KOZ,6,er,2,3,7,1.0368,0.65215,10.11975
KOZ,6,er,2,3,7,1.0368,0.65215,-12.29231
KOZ,6,er,3,4,11,1.5478,1.1631,18.67103
KOZ,6,er,4,5,14,1.9454,1.5607,-6.785843
KOZ,6,er,3,4,9,1.0412,1.0166,1.326341
KOZ,6,er,2,3,6,0.57415,0.54952,-28.08928
KOZ,6,er,3,4,10,1.1528,1.1282,10.56083
KOZ,6,er,1,1,4,0.57869,0.57869,3.823079
KOZ,6,er,2,2,6,1.0434,1.0434,11.29492
KOZ,6,er,1,1,2,0.46469,0.46469,-2.156255
KOZ,6,er,0,0,0,1.5543e-15,1.1102e-15,14.4649
KOZ,6,er,2,2,4,0.47523,0.47523,-23.2744
KOZ,6,er,2,2,4,0.47523,0.47523,-18.69422
KOZ,6,er,2,2,5,0.61899,0.61899,11.8668
KOZ,6,er,2,2,6,0.93432,0.93432,-6.405804
KOZ,6,er,1,1,2,0.42335,0.42335,-1.149494
KOZ,6,er,3,3,7,0.96122,0.96122,-15.02778
KOZ,6,er,3,3,7,0.96122,0.96122,-9.219386
KOZ,6,er,2,2,4,0.54581,0.54581,10.24854
KOZ,6,er,3,3,9,1.1328,1.1328,-11.10939
KOZ,6,er,3,3,9,1.1328,1.1328,11.8887
KOZ,6,er,3,3,9,1.2578,1.2578,2.778723
KOZ,6,er,2,2,5,0.67557,0.67557,-8.487212
KOZ,6,er,2,2,5,0.87732,0.87732,-5.78675
KOZ,6,er,2,2,5,0.85886,0.85886,-12.52275
KOZ,6,er,2,2,5,0.82183,0.82183,14.36436
KOZ,6,er,2,2,5,0.82183,0.82183,-4.591067
KOZ,6,er,2,2,5,0.8106,0.8106,-5.074776
KOZ,6,er,2,2,5,0.73011,0.73011,-4.655188
KOZ,6,er,2,2,5,0.73011,0.73011,-32.70859
KOZ,6,er,3,3,9,1.2921,1.2921,-10.25955
KOZ,6,er,2,2,6,0.86615,0.86615,4.183415
KOZ,6,er,2,3,7,1.0458,0.86615,0.9378819
KOZ,6,er,2,3,7,1.1329,0.95326,-13.20352
KOZ,6,er,1,2,3,0.57096,0.39131,-24.1115
KOZ,6,er,2,3,8,0.94899,0.76934,18.97206
KOZ,6,er,1,1,5,0.37803,0.37803,0.3967206
KOZ,6,er,1,2,11,0.79245,0.37803,0.8636942
KOZ,6,er,1,2,11,0.79245,0.37803,6.446468
KOZ,6,er,1,2,9,0.79479,0.38038,-8.163313
KOZ,6,er,1,2,9,0.79479,0.38038,13.47242
KOZ,6,er,0,0,0,9.992e-16,8.8818e-16,-3.410965
KOZ,6,er,1,1,4,0.94211,0.94211,14.05144
KOZ,6,er,1,1,4,0.94211,0.94211,-2.937227
KOZ,6,er,2,2,9,1.3675,1.3675,2.183077
KOZ,6,er,1,1,5,0.42535,0.42535,-23.17126
KOZ,6,er,2,2,7,0.89283,0.89283,0.1331815
KOZ,6,er,1,1,2,0.46747,0.46747,11.69969
KOZ,6,er,2,2,3,0.63963,0.63963,18.51972
KOZ,6,er,3,3,4,0.68967,0.68967,7.417877
KOZ,6,er,2,2,2,0.3572,0.3572,-7.922488
KOZ,6,er,2,2,3,0.63388,0.63388,0.2891669
KOZ,6,er,3,3,7,1.1636,1.1636,0.5580314
KOZ,6,er,3,3,8,1.2252,1.2252,14.39728
KOZ,6,er,3,4,9,1.2498,1.2252,-15.33537
KOZ,6,er,3,4,11,1.2082,1.1836,-1.951102
KOZ,6,er,2,4,9,1.2407,0.65384,0.1045216
KOZ,6,er,1,3,7,0.92996,0.3431,-0.1306558
KOZ,6,er,2,4,11,1.5299,0.94299,23.24719
KOZ,6,er,1,3,8,1.6081,0.59989,-14.22591
KOZ,6,er,1,3,8,1.6081,0.59989,-8.163642
KOZ,6,er,1,2,6,0.82773,0.38174,-18.76682
KOZ,6,er,2,3,8,1.1583,0.71228,-2.415853
KOZ,6,er,1,2,6,0.82773,0.38174,-3.716469
KOZ,6,er,2,3,11,1.205,0.75903,1.750102
KOZ,6,er,2,2,8,0.82183,0.82183,-17.69139
KOZ,6,er,2,2,8,0.82183,0.82183,-5.867906
KOZ,6,er,2,2,5,0.75006,0.75006,-7.311807
KOZ,6,er,1,1,2,0.30552,0.30552,-10.58344
KOZ,6,er,1,1,2,0.30552,0.30552,17.20754
KOZ,6,er,2,2,8,0.97379,0.97379,14.03238
KOZ,6,er,3,3,11,1.3202,1.3202,-2.042663
KOZ,6,er,4,4,13,1.6244,1.6244,-10.89205
KOZ,6,er,4,4,13,1.6244,1.6244,-24.14851
KOZ,6,er,4,4,14,1.8534,1.8534,3.022988
KOZ,6,er,3,3,8,1.1851,1.1851,-8.532851
KOZ,6,er,3,3,7,1.3466,1.3466,-0.2575097
KOZ,6,er,1,1,2,0.50781,0.50781,10.50622
KOZ,6,er,2,2,5,0.99769,0.99769,28.00937
KOZ,6,er,1,1,3,0.48988,0.48988,-15.50128
KOZ,6,er,0,0,0,9.992e-16,5.5511e-16,-12.71701
KOZ,6,er,1,1,5,0.40869,0.40869,16.98125
KOZ,6,er,2,2,8,0.8643,0.8643,21.12285
KOZ,6,er,1,1,3,0.45561,0.45561,-28.91141
KOZ,6,er,1,1,4,0.43029,0.43029,14.21757
KOZ,6,er,2,2,7,0.91612,0.91612,4.877435
KOZ,6,er,2,2,7,0.91612,0.91612,-6.249794
KOZ,6,er,2,2,5,0.48583,0.48583,-0.8503907
KOZ,6,er,2,2,5,0.52433,0.52433,9.920963
KOZ,6,er,2,2,5,0.52433,0.52433,-7.317994
KOZ,6,er,2,2,5,1.0321,1.0321,-6.165601
KOZ,6,er,1,1,2,0.50781,0.50781,0.3971587
KOZ,6,er,0,2,4,0.62985,0,5.551337
KOZ,6,er,0,2,4,0.62985,0,-5.698477
KOZ,6,er,1,3,7,0.90902,0.27917,13.98778
KOZ,6,er,1,3,7,0.90902,0.27917,-0.9531476
KOZ,6,er,1,3,7,0.90902,0.27917,8.305171
KOZ,6,er,1,3,7,0.90902,0.27917,0.8980843
KOZ,6,er,2,4,9,1.2074,0.57751,15.64201
KOZ,6,er,2,4,9,1.2074,0.57751,-3.649202
KOZ,6,er,2,3,5,0.75318,0.54667,-14.29822
KOZ,6,er,1,3,4,0.47946,0.24832,1.319476
KOZ,6,er,2,4,7,0.83408,0.60294,-21.20263
KOZ,6,er,1,3,5,0.58575,0.35462,-4.777881
KOZ,6,er,1,3,5,0.58575,0.35462,-0.598664
KOZ,6,er,0,1,7,0.92731,6.6613e-16,0.1016629
KOZ,6,er,0,1,7,0.92731,6.6613e-16,-16.33145
KOZ,6,er,1,2,11,1.4416,0.51427,2.727877
KOZ,6,er,1,2,4,0.55256,0.40322,-2.991688
KOZ,6,er,2,3,5,0.80088,0.65154,0.2998381
KOZ,6,er,3,4,6,1.1577,1.0084,-3.92347
KOZ,6,er,3,4,6,1.1577,1.0084,1.954973
KOZ,6,er,3,4,6,1.1577,1.0084,3.753201
KOZ,6,er,3,4,6,1.4817,1.3324,10.81349
KOZ,6,er,1,1,3,0.72718,0.72718,2.503763
KOZ,6,er,3,3,5,1.1052,1.1052,-7.176453
KOZ,6,er,2,2,2,0.378,0.378,-4.440694
KOZ,6,er,2,2,6,0.91389,0.91389,14.582
KOZ,6,er,2,3,6,0.84597,0.82134,4.917689
KOZ,6,er,3,4,9,1.4035,1.3789,1.426609
KOZ,6,er,2,3,5,0.8676,0.84297,0.8685082
KOZ,6,er,1,2,4,0.58216,0.55753,-4.280133
KOZ,6,er,2,3,9,1.1228,1.0981,-2.548423
KOZ,6,er,1,1,5,0.54062,0.54062,2.89785
KOZ,6,er,2,2,9,1.0292,1.0292,0.8164606
KOZ,6,er,1,1,4,0.48855,0.48855,9.442224
KOZ,6,er,2,2,6,0.90594,0.90594,14.60089
KOZ,6,er,2,2,6,0.90594,0.90594,14.18899
KOZ,6,er,2,3,9,1.3764,0.90594,-8.114088
KOZ,6,er,1,2,5,0.97381,0.50338,1.356315
KOZ,6,er,2,3,11,1.4753,1.0049,6.869883
KOZ,6,er,2,3,11,1.1816,0.71122,-7.005913
KOZ,6,er,2,2,5,0.60337,0.60337,-10.02433
KOZ,6,er,2,3,6,0.88882,0.60337,2.04789
KOZ,6,er,1,3,6,1.0369,0.39363,0.9557255
KOZ,6,er,0,2,3,0.64322,8.8818e-16,-8.355749
KOZ,6,er,1,3,7,1.0627,0.4195,6.212347
KOZ,6,er,2,4,10,1.4849,0.84167,2.824909
KOZ,6,er,2,2,5,0.83535,0.83535,-6.975689
KOZ,6,er,3,3,5,0.41318,0.41318,-5.814342
KOZ,6,er,2,2,3,1.1102e-15,8.8818e-16,-12.79125
KOZ,6,er,2,2,4,0.5359,0.5359,-31.1246
KOZ,6,er,2,2,4,0.5359,0.5359,4.430696
KOZ,6,er,1,1,3,0.5359,0.5359,-3.832764
KOZ,6,er,0,0,0,1.1102e-15,8.8818e-16,3.937778
KOZ,6,er,1,3,3,0.43111,0.25715,-6.424224
KOZ,6,er,1,4,4,0.73974,0.25715,14.16409
KOZ,6,er,1,4,4,0.73974,0.25715,4.977716
KOZ,6,er,2,5,6,1.1511,0.66855,2.488261
KOZ,6,er,2,4,6,1.1742,0.84095,3.545257
KOZ,6,er,3,5,8,1.4767,1.1434,-0.1058751
KOZ,6,er,2,2,5,0.65734,0.65734,-9.988499
KOZ,6,er,3,3,8,0.98788,0.98788,-5.7548
KOZ,6,er,2,2,6,0.68541,0.68541,4.365636
KOZ,6,er,2,2,7,0.99051,0.99051,3.853801
KOZ,6,er,2,3,8,1.1816,0.99051,4.433917
KOZ,6,er,2,3,10,1.6587,1.4677,11.44461
KOZ,6,er,2,3,10,1.6587,1.4677,-15.58743
KOZ,6,er,2,3,9,1.4025,1.2115,5.934752
KOZ,6,er,2,3,9,1.4025,1.2115,-16.31621
KOZ,6,er,2,3,10,1.429,1.238,4.114444
KOZ,6,er,1,2,6,0.7247,0.43029,-2.564478
KOZ,6,er,2,3,8,1.1379,0.84347,-1.094005
KOZ,6,er,1,2,4,0.7076,0.41318,-0.01874679
KOZ,6,er,2,3,6,0.7076,0.41318,-9.378877
KOZ,6,er,1,2,4,0.7076,0.41318,8.61622
KOZ,6,er,0,0,0,7.7716e-16,8.8818e-16,1.829644
KOZ,6,er,0,0,0,7.7716e-16,8.8818e-16,-11.71479
KOZ,6,er,1,1,1,0.21527,0.21527,16.79395
KOZ,6,er,2,2,4,0.71013,0.71013,-28.69199
KOZ,6,er,2,2,4,0.71013,0.71013,0.6955699
KOZ,6,er,2,2,6,0.86207,0.86207,3.933517
KOZ,6,er,2,2,5,0.80373,0.80373,8.828524
KOZ,6,er,3,3,10,1.1623,1.1623,0.09425968
KOZ,6,er,3,3,8,1.2141,1.2141,-7.538528
KOZ,6,er,3,3,8,1.2141,1.2141,-12.19327
KOZ,6,er,4,4,13,1.6494,1.6494,18.77052
KOZ,6,er,4,4,13,1.6494,1.6494,-0.4554587
KOZ,6,er,4,4,16,1.5946,1.5946,15.76344
KOZ,6,er,4,4,13,1.5667,1.5667,17.1946
KOZ,6,er,3,3,11,1.1669,1.1669,14.44015
KOZ,6,er,2,2,9,0.83634,0.83634,-15.26115
KOZ,6,er,2,3,11,1.2146,0.83634,16.75626
KOZ,6,er,1,2,6,0.83283,0.4546,20.83425
KOZ,6,er,2,3,7,1.0294,0.65122,-3.507289
KOZ,6,er,2,3,7,1.0294,0.65122,-14.6491
KOZ,6,er,2,2,7,0.60157,0.60157,-4.772987
KOZ,6,er,2,2,9,0.99793,0.99793,6.355663
KOZ,6,er,3,3,11,1.1639,1.1639,12.71163
KOZ,6,er,2,2,5,0.76524,0.76524,10.24866
KOZ,6,er,3,3,9,1.4152,1.4152,-14.77387
KOZ,6,er,3,3,9,1.4152,1.4152,7.361903
KOZ,6,er,2,2,9,1.0657,1.0657,-6.201073
KOZ,6,er,3,3,11,1.5331,1.5331,4.860195
KOZ,6,er,2,2,7,0.88316,0.88316,-22.54503
KOZ,6,er,1,1,2,0.46747,0.46747,23.65777
KOZ,6,er,2,2,4,0.61433,0.61433,2.223025
KOZ,6,er,3,3,6,1.0277,1.0277,28.72271
KOZ,6,er,3,3,7,1.0328,1.0328,16.67381
KOZ,6,er,2,2,5,0.61951,0.61951,15.16174
KOZ,6,er,2,2,8,0.79711,0.79711,7.560852
KOZ,6,er,1,1,6,0.54482,0.54482,-12.43788
KOZ,6,er,2,2,9,0.93169,0.93169,-5.968172
KOZ,6,er,2,2,8,0.82562,0.82562,-18.54944
KOZ,6,er,2,2,7,0.81279,0.81279,-17.37686
KOZ,6,er,1,1,2,0.37405,0.37405,1.02073
KOZ,6,er,2,2,7,0.97679,0.97679,13.66231
KOZ,6,er,1,1,5,0.60274,0.60274,11.79311
KOZ,6,er,2,2,7,0.60274,0.60274,3.812755
KOZ,6,er,2,2,7,0.60274,0.60274,4.794379
KOZ,6,er,1,1,2,8.8818e-16,8.8818e-16,-0.8193052
KOZ,6,er,1,1,4,0.52312,0.52312,6.195712
KOZ,6,er,1,1,4,0.52312,0.52312,-9.362485
KOZ,6,er,1,1,5,0.35853,0.35853,5.356483
KOZ,6,er,2,2,6,0.77758,0.77758,12.26327
KOZ,6,er,1,1,1,0.41905,0.41905,-26.76834
KOZ,6,er,1,1,5,0.43533,0.43533,16.98352
KOZ,6,er,1,1,5,0.43533,0.43533,9.307118
KOZ,6,er,0,0,0,8.8818e-16,8.8818e-16,-4.53201
KOZ,6,er,0,0,0,8.8818e-16,8.8818e-16,-6.102814
KOZ,6,er,1,1,2,0.33089,0.33089,-22.85596
KOZ,6,er,1,1,2,0.33089,0.33089,3.536956
KOZ,6,er,1,1,3,0.36722,0.36722,-0.4344164
KOZ,6,er,1,1,3,0.36722,0.36722,13.85438
KOZ,6,er,3,3,4,0.76648,0.76648,1.268715
KOZ,6,er,2,2,2,0.43594,0.43594,-9.287628
KOZ,6,er,2,2,5,0.68425,0.68425,-5.87148
KOZ,6,er,1,1,4,0.44901,0.44901,6.220914
KOZ,6,er,1,1,6,0.40245,0.40245,17.80066
KOZ,6,er,2,2,9,0.84676,0.84676,-16.53123
KOZ,6,er,3,3,11,1.2705,1.2705,11.69098
KOZ,6,er,2,2,5,0.86808,0.86808,7.049042
KOZ,6,er,2,2,5,0.86808,0.86808,1.940171
KOZ,6,er,2,2,6,0.79852,0.79852,-5.88272
KOZ,6,er,2,3,9,1.3516,0.79852,-5.515685
KOZ,6,er,1,3,9,1.3749,0.37475,-2.961733
KOZ,6,er,1,3,9,1.3749,0.37475,4.780962
KOZ,6,er,1,4,13,1.7616,0.37475,-1.069415
KOZ,6,er,2,5,16,2.0685,0.68159,10.90018
KOZ,6,er,2,5,16,2.0685,0.68159,-20.28813
KOZ,6,er,2,6,20,2.8245,0.68159,-17.01261
KOZ,6,er,1,6,19,2.8192,0.30684,15.20002
KOZ,6,er,1,6,19,2.8192,0.30684,8.828426
KOZ,6,er,1,3,10,1.7134,0.5879,2.826337
KOZ,6,er,1,3,10,1.7134,0.5879,-2.137358
KOZ,6,er,2,4,16,2.1158,0.99035,9.910121
KOZ,6,er,3,5,18,2.5396,1.4141,-3.471574
KOZ,6,er,2,2,8,0.82622,0.82622,12.34049
KOZ,6,er,2,2,5,0.86717,0.86717,-3.388595
KOZ,6,er,1,1,3,0.44341,0.44341,3.558436
KOZ,6,er,1,1,6,1.0065,1.0065,-2.30289
KOZ,6,er,1,1,6,1.0065,1.0065,0.163321
KOZ,6,er,2,2,9,1.4226,1.4226,-2.350215
KOZ,6,er,2,2,9,1.4226,1.4226,-1.789713
KOZ,6,er,1,1,3,0.41612,0.41612,14.59275
KOZ,6,er,1,1,5,0.60206,0.60206,-11.46006
KOZ,6,er,2,2,8,1.0815,1.0815,0.45319
KOZ,6,er,1,1,3,0.47944,0.47944,-1.424815
KOZ,6,er,2,2,9,0.96142,0.96142,8.830922
KOZ,6,er,2,2,7,0.90102,0.90102,-9.750087
KOZ,6,er,1,1,1,0.41905,0.41905,-13.24271
KOZ,6,er,1,1,5,0.43533,0.43533,-10.61757
KOZ,6,er,0,0,0,9.992e-16,9.992e-16,-1.066167
KOZ,7,RE,1,1,3,0.078462,0.078462,15.13211
KOZ,7,RE,2,2,6,0.26419,0.26419,8.255638
KOZ,7,RE,2,2,4,0.43661,0.43661,12.26758
KOZ,7,RE,2,2,5,0.49356,0.49356,-3.058745
KOZ,7,RE,2,2,7,0.4342,0.4342,-1.439938
KOZ,7,RE,1,1,3,0.19151,0.19151,-17.49092
KOZ,7,RE,2,2,8,0.30788,0.30788,-0.9204191
KOZ,7,RE,1,1,5,0.11636,0.11636,-11.667
KOZ,7,RE,1,1,6,0.49754,0.49754,-5.582176
KOZ,7,RE,1,1,6,0.49754,0.49754,15.30297
KOZ,7,RE,1,1,4,0.47793,0.47793,-0.9142944
KOZ,7,RE,0,0,0,0,0,3.686263
KOZ,7,RE,0,0,0,0,0,0.8990513
KOZ,7,RE,1,1,3,0.18774,0.18774,5.993227
KOZ,7,RE,2,2,4,0.18832,0.18832,11.92583
KOZ,7,RE,3,3,9,0.5168,0.5168,5.28791
KOZ,7,RE,2,2,9,0.80642,0.80642,15.1018
KOZ,7,RE,3,3,12,0.84308,0.84308,9.59515
KOZ,7,RE,3,3,10,0.65585,0.65585,6.329613
KOZ,7,RE,3,3,12,0.42548,0.42548,-11.13453
KOZ,7,RE,2,2,9,0.38881,0.38881,-1.184216
KOZ,7,RE,1,1,6,0.24757,0.24757,9.480898
KOZ,7,RE,1,1,3,0.21738,0.21738,6.222632
KOZ,7,RE,2,2,8,0.60429,0.60429,-14.16035
KOZ,7,RE,3,3,12,0.75171,0.75171,8.730351
KOZ,7,RE,3,3,12,0.69425,0.69425,-7.550446
KOZ,7,RE,4,4,15,0.74695,0.74695,9.500137
KOZ,7,RE,3,3,10,0.36004,0.36004,-11.26912
KOZ,7,RE,3,3,14,0.49777,0.49777,1.128104
KOZ,7,RE,4,4,19,0.70031,0.70031,-9.275403
KOZ,7,RE,4,4,20,0.77319,0.77319,-2.494046
KOZ,7,RE,5,5,22,1.0814,1.0814,11.44785
KOZ,7,RE,5,5,20,1.5669,1.5669,8.484873
KOZ,7,RE,4,4,12,1.2818,1.2818,-1.928785
KOZ,7,RE,4,4,12,1.2818,1.2818,3.124003
KOZ,7,RE,3,3,11,0.74353,0.74353,-25.65522
KOZ,7,RE,3,3,8,0.54852,0.54852,0.9466166
KOZ,7,RE,3,3,10,0.56328,0.56328,-17.17266
KOZ,7,RE,2,2,8,0.4496,0.4496,-6.107216
KOZ,7,RE,2,2,5,0.54052,0.54052,9.000258
KOZ,7,RE,3,3,8,0.55561,0.55561,-11.59668
KOZ,7,RE,4,4,10,0.58001,0.58001,14.13325
KOZ,7,RE,4,4,9,0.26559,0.26559,-1.428142
KOZ,7,RE,2,2,7,0.53139,0.53139,7.370519
KOZ,7,RE,2,2,7,0.70981,0.70981,-5.746984
KOZ,7,RE,1,1,4,0.35214,0.35214,2.21684
KOZ,7,RE,1,1,4,0.29565,0.29565,7.05174
KOZ,7,RE,2,2,6,0.45886,0.45886,3.847801
KOZ,7,RE,2,2,5,0.45528,0.45528,-2.301342
KOZ,7,RE,2,2,6,0.78389,0.78389,18.92714
KOZ,7,RE,1,1,3,0.49182,0.49182,-5.38274
KOZ,7,RE,0,0,0,0,0,-4.001082
KOZ,7,RE,0,0,0,0,0,-19.53631
KOZ,7,RE,1,2,4,0.28344,0.02835,7.227476
KOZ,7,RE,3,3,5,0.54136,0.28627,8.948948
KOZ,7,RE,3,2,4,0.28627,0.28627,-4.255941
KOZ,7,RE,2,2,5,0.42927,0.16393,16.06471
KOZ,7,RE,1,1,4,0.26534,0,-0.436654
KOZ,7,RE,2,1,5,0.05522,0.05522,2.839723
KOZ,7,RE,1,0,2,0,0,5.131273
KOZ,7,RE,1,1,5,0.083194,0,-15.17227
KOZ,7,RE,0,1,5,0.24712,0,4.513786
KOZ,7,RE,2,3,8,0.30946,0.062339,-29.62938
KOZ,7,RE,2,3,8,0.30946,0.062339,-3.387403
KOZ,7,RE,3,2,8,0.6246,0.6246,-6.970003
KOZ,7,RE,2,1,6,0.59061,0.59061,2.026225
KOZ,7,RE,3,2,11,0.81623,0.81623,9.911948
KOZ,7,RE,2,1,8,0.5041,0.5041,2.300892
KOZ,7,RE,1,1,10,0.39588,0.22562,8.535641
KOZ,7,RE,2,2,15,0.82464,0.65438,-4.471717
KOZ,7,RE,2,2,13,0.59902,0.42876,-1.372585
KOZ,7,RE,3,3,16,0.9257,0.75544,-15.34919
KOZ,7,RE,2,1,5,0.33422,0.33422,9.923118
KOZ,7,RE,2,1,5,0.33422,0.33422,-1.799674
KOZ,7,RE,1,0,7,0.28514,0.28514,-1.503835
KOZ,7,RE,1,0,7,0.28514,0.28514,-17.96116
KOZ,7,RE,0,0,3,0.083194,0,-10.79393
KOZ,7,RE,0,0,3,0.083194,0,-6.496075
KOZ,7,RE,2,2,7,0.3183,0.2351,23.35357
KOZ,7,RE,2,1,4,0.16993,0.16993,-3.652918
KOZ,7,RE,2,1,4,0.16993,0.16993,-2.597216
KOZ,7,RE,4,3,12,0.72901,0.72901,-2.141728
KOZ,7,RE,3,2,6,0.36576,0.36576,12.56917
KOZ,7,RE,2,1,4,0.29458,0.29458,21.57196
KOZ,7,RE,2,1,8,0.67999,0.67999,-9.083637
KOZ,7,RE,1,0,6,0.48417,0.48417,8.788597
KOZ,7,RE,2,1,8,0.65796,0.65796,-0.3122251
KOZ,7,RE,1,1,7,0.45448,0.17379,-9.753741
KOZ,7,RE,2,2,12,0.6223,0.34161,2.630773
KOZ,7,RE,2,2,12,0.77842,0.49773,-0.1473621
KOZ,7,RE,1,0,2,0.32992,0.32992,1.230704
KOZ,7,RE,1,0,4,0.23801,0.23801,-13.96737
KOZ,7,RE,2,1,10,0.40666,0.40666,-13.56536
KOZ,7,RE,2,1,10,0.40666,0.40666,-9.620028
KOZ,7,RE,2,1,10,0.4285,0.4285,-1.2824
KOZ,7,RE,1,1,8,0.48976,0.25984,2.550108
KOZ,7,RE,1,1,8,0.48976,0.25984,11.85642
KOZ,7,RE,1,1,8,0.48976,0.25984,-8.348973
KOZ,7,RE,0,0,4,0.22992,0,-20.86647
KOZ,7,RE,0,0,4,0.22992,0,13.08142
KOZ,7,RE,1,1,10,0.58646,0.35654,-15.42964
KOZ,7,RE,2,2,13,0.89877,0.66885,-20.37568
KOZ,7,RE,2,1,8,0.51015,0.51015,3.358579
KOZ,7,RE,1,0,5,0.19783,0.19783,-2.063818
KOZ,7,RE,2,1,6,0.33211,0.33211,-22.74238
KOZ,7,RE,3,2,3,0.85756,0.85756,1.036582
KOZ,7,RE,2,2,5,0.72329,0.72329,-6.493616
KOZ,7,RE,3,3,8,1.0515,1.0515,-23.02926
KOZ,7,RE,3,3,9,1.1931,1.1931,5.959097
KOZ,7,RE,3,2,5,1.1603,1.1603,-7.096164
KOZ,7,RE,3,2,6,0.79692,0.79692,11.81447
KOZ,7,RE,2,1,4,0.34324,0.34324,-2.760605
KOZ,7,RE,1,0,5,0.22264,0.22264,4.036467
KOZ,7,RE,1,0,5,0.22264,0.22264,17.47006
KOZ,7,RE,1,1,9,0.50038,0.22264,-7.065653
KOZ,7,RE,1,1,6,0.35979,0.08205,10.0716
KOZ,7,RE,2,2,9,0.56818,0.29044,13.21778
KOZ,7,RE,1,0,4,0.15134,0.15134,14.62501
KOZ,7,RE,2,1,7,0.32934,0.32934,5.518862
KOZ,7,RE,0,0,1,0.037132,0,6.46891
KOZ,7,RE,1,1,4,0.30764,0.27051,8.369492
KOZ,7,RE,1,2,8,0.64512,0.27051,-10.09474
KOZ,7,RE,1,2,8,0.64512,0.27051,10.78397
KOZ,7,RE,1,0,2,0.0075385,0.0075385,3.602272
KOZ,7,RE,0,-1,0,-1.1102e-16,-1.1102e-16,8.224209
KOZ,7,RE,1,0,2,0.096545,0.096545,-6.228471
KOZ,7,RE,0,-1,0,-1.1102e-16,-1.1102e-16,-6.502396
KOZ,7,RE,0,-1,0,-1.1102e-16,-1.1102e-16,-17.54656
KOZ,7,RE,0,-1,0,-1.1102e-16,-1.1102e-16,-5.844534
KOZ,7,RE,0,-1,0,-1.1102e-16,-1.1102e-16,-8.735855
KOZ,7,RE,1,0,2,0.21159,0.21159,1.793684
KOZ,7,RE,2,1,7,0.51605,0.51605,-8.571329
KOZ,7,RE,1,0,5,0.30446,0.30446,4.023234
KOZ,7,RE,2,1,4,0.30681,0.30681,-4.050107
KOZ,7,RE,2,1,7,0.57328,0.57328,-7.713894
KOZ,7,RE,1,1,9,0.56905,0.40935,9.106704
KOZ,7,RE,2,2,14,0.72584,0.56615,-1.07917
KOZ,7,RE,2,2,11,0.56553,0.40584,-4.826121
KOZ,7,RE,2,2,11,0.56553,0.40584,-8.912556
KOZ,7,RE,2,1,8,0.33781,0.33781,16.54795
KOZ,7,RE,3,2,10,0.42626,0.42626,11.43869
KOZ,7,RE,2,1,5,0.28282,0.28282,9.111413
KOZ,7,RE,1,0,2,0.088455,0.088455,-9.951009
KOZ,7,RE,1,0,2,-1.1102e-16,-1.1102e-16,7.766836
KOZ,7,RE,1,0,2,0.1106,0.1106,-6.347503
KOZ,7,RE,1,0,2,0.0075385,0.0075385,6.385763
KOZ,7,RE,3,2,7,0.312,0.312,5.984791
KOZ,7,RE,2,2,8,0.46439,0.30446,-2.973656
KOZ,7,RE,1,1,4,0.26001,0.10008,-16.80146
KOZ,7,RE,1,2,9,0.43705,0.10008,-1.891464
KOZ,7,RE,1,2,10,0.49323,0.15626,3.00131
KOZ,7,RE,2,3,15,0.70615,0.36918,4.238218
KOZ,7,RE,2,3,15,0.70615,0.36918,0.1512251
KOZ,7,RE,2,1,8,0.46808,0.46808,0.8369486
KOZ,7,RE,2,1,6,0.69873,0.69873,7.830792
KOZ,7,RE,2,1,6,0.73564,0.73564,5.856262
KOZ,7,RE,2,1,6,0.73564,0.73564,-4.505494
KOZ,7,RE,2,1,6,0.78389,0.78389,-11.93195
KOZ,7,RE,1,0,3,0.49182,0.49182,4.003595
KOZ,7,RE,0,-1,0,0,0,5.797165
KOZ,7,RE,1,0,4,0.20149,0.20149,-6.04076
KOZ,7,RE,2,1,7,0.32505,0.32505,4.688991
KOZ,7,RE,1,0,3,0.12356,0.12356,6.695358
KOZ,7,RE,1,0,4,0.20438,0.20438,3.844743
KOZ,7,RE,1,0,4,0.28616,0.28616,6.157396
KOZ,7,RE,2,1,7,0.80956,0.80956,-0.5537787
KOZ,7,RE,1,0,3,0.5234,0.5234,-4.564107
KOZ,7,RE,1,0,1,0.18934,0.18934,2.578594
KOZ,7,RE,2,1,3,0.32214,0.32214,23.30336
KOZ,7,RE,0,-1,0,0,0,-1.128515
KOZ,7,RE,2,1,8,0.23405,0.23405,10.93964
KOZ,7,RE,3,2,9,0.2976,0.2976,5.502833
KOZ,7,RE,2,1,3,0.14471,0.14471,-32.02035
KOZ,7,RE,1,0,5,0.20588,0.20588,-11.67459
KOZ,7,RE,1,1,7,0.25045,0.20588,-9.662551
KOZ,7,RE,1,1,6,0.30869,0.26412,-0.882909
KOZ,7,RE,2,2,8,0.4952,0.45063,-10.79551
KOZ,7,RE,3,3,13,0.67152,0.62694,-18.6234
KOZ,7,RE,2,2,11,0.485,0.44043,-22.1099
KOZ,7,RE,3,3,15,0.71492,0.67035,-8.135473
KOZ,7,RE,1,1,6,0.30869,0.26412,-4.708605
KOZ,7,RE,1,2,11,0.83968,0.26412,-12.18345
KOZ,7,RE,0,0,5,0.53099,0,4.394078
